id	filename	md5	size	state
49d51284-ba5b-4510-953a-b2c53f3070ef	TCGA-EE-A2MF-06A-01-TS1.8BC38453-24C4-4C69-971C-DA721EA1B4A4.svs	fea9bf6189393fa0c72df8b539cc0d43	209861963	released
0f58616a-51e0-4975-92e2-8d72a12b853b	TCGA-FS-A1ZA-06A-01-TSA.F200496C-8069-4375-829C-7B8866D67075.svs	f014b2f43e94a338ffa0e6f001f13d1a	318723961	released
c8147106-25cb-4139-9a36-53b8acc75616	TCGA-EE-A29X-06A-01-TSA.91FA7AC0-81A2-4025-9A19-6A6C4F9942B1.svs	b967081807726d832fe5b84970f2faba	268532229	released
56fe4846-1b46-4cfe-bb0f-93c04b33aafe	TCGA-D9-A149-06A-01-TS1.147E4A98-49EC-4C0C-863C-D017D31ABFE9.svs	12582c9a19a66958b7500fd8a8603326	351394897	released
f86b4641-b459-4b20-a15d-19906b7bd26d	TCGA-EE-A3JI-06A-01-TS1.28450988-F5E4-4F7C-9F74-5C65860D85B3.svs	c187673702fe13b70ed902da58878856	360097425	released
e6460cb6-0c77-4fb9-a54e-4f9de45c3bba	TCGA-ER-A19T-06A-01-TSA.F461F575-9AEC-4E14-A647-41572F736E88.svs	65213fc3aa67e47dd66597f052f01e33	157450867	released
bdce9f6e-15f2-4306-84cc-6b9fc269a179	TCGA-ER-A2ND-06A-01-TSA.AC107893-1846-4EC9-B500-4F5EA34066CD.svs	469f35c7b4909d803cb9e7252ba34907	383990577	released
78afbab5-4b16-46b2-aab0-3dceed59d376	TCGA-ER-A2NH-06A-01-TSA.AA8BF8F5-52F3-49AC-BFF7-EB9A1303AE37.svs	829c4efdcc23b491d7fd165a6d1ea067	410189335	released
cbce97ae-db6f-47ea-81fe-c1481906bb41	TCGA-GN-A262-06A-01-TSA.9984B921-1EDC-44DC-8469-0CFF30413783.svs	ffbcf0b5b19909167417bc9e0d2a7259	173689057	released
878ec688-892b-4d88-bc7a-0d6ddc82f473	TCGA-FS-A4F0-06A-01-TS1.4C24383C-2291-4C72-860E-98105D71C6B8.svs	00bf632bc63e6594da70e1d91bccef3b	286625430	released
2c65ee06-2e80-458e-8bbf-14ed0ce22cd4	TCGA-HR-A2OH-06A-01-TSA.C3DE40C1-C4CD-493D-AE3E-C1C3E2D81775.svs	e2a172a6080ad7b720f4a006354eae4d	296952130	released
a5ddd345-e29f-4c60-acf7-bc8609af14e1	TCGA-DA-A1HY-06A-01-TSA.2D2407F9-8F5C-48E4-84DC-B748E9A16BB3.svs	bf5229ea15b9ca488d41b080b9a68c07	111256199	released
f3850cc4-7fb7-4f54-9c53-4a0365847f50	TCGA-FS-A1ZH-06A-01-TS1.B8FEC331-68E8-41F4-8EAD-BE40D2FD6281.svs	8ae2d771943ddc74e83886dbca545101	256896143	released
215d18f1-a45e-453e-a58b-e316120bbbcc	TCGA-EE-A2MM-06A-01-TSA.F47B0AB3-382A-4D05-A694-24D19693C752.svs	46365c10e258cd03c0d13f938e2f724b	125662363	released
a0544034-00ae-4f84-987e-c371909f3e36	TCGA-EE-A20I-06A-01-TS1.46D75542-4EDD-40FA-9D25-4CB5E6A2949C.svs	f5148bd33f338a9d89101e43eebe2801	175717853	released
6f70777b-52ba-4fb5-b073-12e09b6df388	TCGA-D3-A5GO-06A-01-TS1.BD85E8E9-84A2-4FD6-A9E6-0E62643AFB23.svs	6a7537a58e80391bb3aef39934755510	315047629	released
798d2406-13ac-4763-927c-4824c85b3726	TCGA-FW-A3TU-06A-01-TS1.BB116E6E-2F12-4D53-911F-C27B61901228.svs	fa39cdefa13ed52f524478ba90967bcb	95696054	released
1c9ff3f5-eb0e-4692-989d-a236e21c563a	TCGA-D3-A51T-06A-01-TS1.D701766F-0BFA-4644-8B6C-773CADC0BD17.svs	06813ce2a98b9d63453ab36f72852002	217616431	released
2eb10b3d-08e1-4e4c-a553-960093509442	TCGA-EE-A3JB-06A-01-TSA.CDAAEE2E-8EDA-4FFA-87C4-25FB2C007B65.svs	7799c165ac445513a0a8ce0163a11558	502354085	released
692a2f2e-eed8-4404-98bd-fb0a0227b67f	TCGA-DA-A1I8-06A-01-TSA.4BCA54B4-A3F9-4AB9-8577-821B1C9C0EB9.svs	4c7161701e0494585cc3015721d701d3	119781115	released
59393024-358c-408e-9daf-6a2e89ac0dec	TCGA-D3-A1Q3-06A-01-TSA.00141EA8-3ABA-4A64-966F-133B9B028A5F.svs	7a5add6465045a565f45f5b793af0803	402672825	released
300d6c6c-0ce5-4509-a3f9-7e2c56e0a89f	TCGA-EE-A20H-06A-01-TS1.6A4CDAAA-4E3A-4CD4-AE6D-899A02E2D12D.svs	1741dbcd088d1d690c0570e30ab1d534	70331687	released
15984d9c-ace9-400d-909f-933369ae8822	TCGA-D9-A6E9-06A-01-TS1.29689C41-0602-469C-81F0-0421085B593C.svs	06e7f036834e3680ce0673fc44f76c7d	216994337	released
233b0d81-cca4-41e3-8d2e-62c319160af0	TCGA-EE-A3AF-06A-01-TSA.80A422ED-FE45-4CB2-A5DA-D1DB85AEE1AC.svs	8a67f85dccabce710ac41722033166cb	263596669	released
42c867ab-ca41-474e-ad7d-37ec3a321776	TCGA-FR-A3YO-06A-01-TSA.D17DC45A-DDFE-4837-BD67-88ADA0E10D30.svs	3c6ec3c16da86e52ec76623227d58ace	342607255	released
fb77561d-a142-4eff-9e99-2e0d8b6db70d	TCGA-DA-A95Y-06A-01-TSA.B8F01A4D-77BF-421D-BA27-9334B515B246.svs	0f97dcb7d6f8bec45a8a84c3f79d8ae6	654044491	released
b8babdf1-a396-42ca-964d-13aa287320fa	TCGA-WE-A8ZX-06A-01-TS1.873EDCCA-58F3-43D9-B181-AC1AAFF2B54F.svs	74f3e8eb0f25502f63281764514aeda1	213430109	released
84a69493-e480-4161-a019-174db33e2802	TCGA-FS-A1ZF-06A-01-TS1.A0750721-7EC2-4A4B-BAF2-FD6C6CDD36A9.svs	962b18a0146ed808e2b697caaf29ebf4	304135183	released
b0cb3a37-cfec-4533-8471-b1e5baa984e1	TCGA-EE-A2MU-06A-02-TSB.9C38AAAE-B4B2-4558-AB09-2285D323A554.svs	39d92db286693021d54685baa18df02e	122020297	released
5a63c861-a9f9-4338-89cd-b3b0ab296311	TCGA-D3-A8GL-06A-01-TS1.3CE0FD6D-6FC3-4079-B36D-B97036C777F7.svs	4eaff6829f41824365413724448726b5	248629867	released
c1b6845a-6ce6-48e3-84b2-6a651c1eb1c9	TCGA-EE-A181-06A-01-TSA.76073237-EACB-4719-9BF0-F3009083399C.svs	7366d03459c4490aec14b98348d3f8fb	425343527	released
24babff2-80ec-4a57-b358-b79c65b31adb	TCGA-D3-A8GC-06A-01-TSA.A646594A-9D59-4F97-BB4E-AF94AEBCEFA8.svs	5d7a18c73271b7431a7006924e92c5c3	367255983	released
42e3f7a7-7068-4c0a-9c85-de9294646fcd	TCGA-D3-A51R-06A-01-TS1.3051A51C-5169-4E7A-AAB2-5EAA921A9ADC.svs	17db95f4aa97f4d0b1705165a0d72528	227703983	released
45987faf-ed65-4a60-a6f1-9e200386198f	TCGA-EE-A2GC-06A-01-TSA.B4472716-E0A8-47CC-9770-3CF8FEC2A5C7.svs	e8eec46a85db70761696d6457a096034	316838871	released
eb6cb4d6-e7ff-4f65-9c82-2e396d43d4c8	TCGA-FR-A7U8-06A-02-TSB.1DBBCE29-2D1D-4A1F-8D5E-39FC8D4A7494.svs	e670cdf064f09fb769e63e6c2a334b91	380006315	released
f9239fbb-7896-4c87-b1c9-ff1fbc4263ac	TCGA-W3-A825-06A-01-TS1.1BB602E2-960F-414C-966C-C737BF2846AA.svs	2811d92037815ff44338f0c20cfd75c4	372582527	released
b8fb562a-56b1-4dd8-9cfb-41952455b048	TCGA-D3-A8GV-06A-01-TSA.46F5EE7B-9185-4D41-8796-021466C8C8BF.svs	f4aefcb446db5d68e456a5fe60c2535c	382414249	released
e40e842c-147a-4117-b425-28399a8a03ee	TCGA-D3-A8GM-06A-01-TSA.70B91E30-A6A1-47B8-B823-2E58D75A0BCD.svs	6d0ba47584bff78ece4a5d056a5610a7	318499267	released
52ceee40-16e8-453a-8653-5de256f30f96	TCGA-EE-A29A-06A-01-TSA.D3ED1AF7-756B-4384-A0AF-5D15D50D01F2.svs	256f9dade7b7acf761c0f6ba6e7e6d19	256446767	released
457d1c20-1791-4443-9fe9-8e6889099aea	TCGA-D9-A3Z1-06A-01-TS1.B6EF92D6-E66D-4167-A59A-E7879A6D9328.svs	3cc784326e7cece1391280d89a1b9f2e	248632053	released
8d26c9dd-84b3-4349-9e9c-25161f4ef308	TCGA-D3-A8GS-06A-01-TSA.3FF8CDBF-37AF-43C2-9689-BDB498DEE07D.svs	5ff35849f6d2d6333548900703097a94	265366505	released
8587aebb-6bf8-4e07-9c30-8b743ef2c8f7	TCGA-D3-A51H-06A-01-TS1.7349CC6A-7754-43A8-B5B4-57FA9B6B7481.svs	32b3d8177ed1d68d6027625582b62e07	546237441	released
ef2614c4-c0b6-4ddb-9f96-6c41c14be3f8	TCGA-Z2-A8RT-06A-01-TS1.F89E1F5B-3F96-4F74-8C57-3A527D94ABFE.svs	7c9e05bfe7688089a3f6ec260ac1b338	437325979	released
0c221015-e2d2-463a-8d96-c3dd6372b131	TCGA-GN-A26A-06A-01-TSA.67986183-3D15-4A37-8930-6F0990BF7E10.svs	cef7a6fac96ccc8d0b79085ebc54781a	190991793	released
bcfc1829-02c0-4c37-b203-e91c2876238d	TCGA-EE-A183-06A-01-TS1.163FAEC0-B071-4849-8FB7-12A8C08F9824.svs	6352093e24f2231fa473cabd75385e7f	290236133	released
aa45d356-37a8-4829-9cae-474c83edcf49	TCGA-WE-A8ZY-06A-01-TS1.588473C9-8B21-4C5A-8D42-B14C6868F18E.svs	07c7e71486a206ccb4db5a93b4dfd959	257484041	released
bf969867-9a83-4075-86fe-3134a284d0bb	TCGA-DA-A1IC-06A-01-TSA.703F04A4-1D44-40CD-BAE1-0DDAED69E78C.svs	762854d40b04c3fffb00e2e6770cf7a8	164386437	released
3002da89-06eb-47b7-ba82-819cc471998b	TCGA-GN-A265-06A-02-TSB.1195398B-5182-49A2-B9E6-6CB082FCB307.svs	a7737b98d529cb49f1a30a8d48a70b26	245730369	released
45df6b23-555d-4350-aeac-34cf7a52a830	TCGA-D3-A8GK-06A-01-TS1.E1E309E0-F5C1-4E9A-AF8A-03D376574DA8.svs	f18d431f2f851567ff357b4e3322bd6e	268288249	released
9340bd66-27d9-427b-8e8e-ba10d0e2c4fa	TCGA-D3-A2J6-06A-01-TSA.87671C14-6683-45E1-8057-CB968C612B2C.svs	6375492bc28f06e3641bf78489abc8f3	524614701	released
caea1306-5e59-4a04-afb9-571857be3ec0	TCGA-YD-A89C-06A-01-TS1.D2623606-E0AA-47CF-A21A-4CD37482734B.svs	b1ce51362382b45e62f65659e420d719	241809175	released
4dbae3f7-11f4-4c04-8017-dc421f0abc30	TCGA-D3-A8GD-06A-01-TSA.4703C421-5754-4E66-B001-52C10DF19CEA.svs	67f1203f85f1d77295ac1a8bb75161e4	296162847	released
4a78d71e-7902-4bc1-a4b8-a296b758fa2c	TCGA-D3-A8GN-06A-01-TSA.720C8357-20BA-44F2-9AB1-635F75CD015D.svs	fc916f7aa2849b5012ebd286f1c628c0	268288961	released
1760ab54-ed53-43e6-bbf8-c4d2fbd2cd87	TCGA-ER-A3PL-06A-01-TSA.6C3AF1C3-50E1-404C-99F6-78DE5BB5651D.svs	dd7cc6116de5be92f69ff24dff978c9e	416591589	released
26c09f6f-1266-4709-bae0-53ddeada3933	TCGA-W3-AA1Q-06A-01-TSA.92B16AF1-A281-4679-9809-50A9AB2996BD.svs	bda7475641961ebd1d341b0b75219a53	141540233	released
7e607e8b-f073-499b-ac2e-869116388d03	TCGA-EE-A2A5-06A-01-TSA.F16C408F-11C9-4C45-A8F7-2F10B13FC259.svs	1c7b07d7fc653bca939e18f18c1e3495	263528061	released
8a09a7f7-fbf0-4563-a506-f94e3645c51f	TCGA-EE-A29B-06A-01-TSA.641B149E-F19E-409B-926B-BE33FC662ADE.svs	86f99cabc7cf22221c23063b68ddf5a9	166822043	released
b64a090f-6f07-441e-93a8-911e50103ecf	TCGA-GN-A4U3-06A-01-TS1.AA9660F6-1A1E-4B41-B352-81421592FA20.svs	bc6b1750e44015de3f418264a12fef87	88292901	released
0c11ccd8-08a6-46a2-99a0-148f100083db	TCGA-EE-A2GS-06A-01-TSA.92CD6E7C-9F3D-49B8-B9A9-701DB4CA5984.svs	01dffdf47e07c0f27b5bd1ad6e543bb2	200039039	released
65f0b180-1eef-4669-9f08-e2545d9fb22a	TCGA-ER-A19G-06A-01-TSA.3F19A169-1395-4FCD-8822-5F99BD7B3B29.svs	f9ab2e5bbfd28aa75304c90a8ffd45c3	262755447	released
1fef7ee5-0600-4ffc-861e-6d7b302913e0	TCGA-RP-A690-06A-01-TS1.5CFB32C1-1168-49C0-9F39-69E8B34ECED4.svs	8f875f3b6d0ca8e8092f1ae4432452e7	159394979	released
99ce8556-c2a5-4e7a-9ac3-5a9e4c74c052	TCGA-EE-A29H-06A-01-TSA.8CA8EEC9-EFCC-4425-8076-50EC4B3A39B2.svs	152c370877005f1f23aa2f0317f270e1	240934839	released
000e0cad-59e4-4396-ad84-caa8269e2240	TCGA-EB-A44Q-06A-01-TSA.2E032CBE-34E2-4E84-8885-EE9E85FB1069.svs	e96f4786bf4e3076ca26e74d1dee5ed1	378069183	released
489f0dfc-5b72-4e1b-a5a9-3073de80138b	TCGA-FR-A69P-06A-02-TSB.59DE5D4F-C337-4726-A66F-406A018C3D97.svs	9003cb21d98a1db48d29ddae612ae660	213251621	released
d905e8ae-f2f1-4b20-8e22-5b35dd30f691	TCGA-FS-A1ZR-06A-02-TSB.4E610B8E-59A4-4DB3-B129-01EEADA9D92B.svs	a1c754f87da53292f6b18fdb97c9ffbe	177510099	released
0f296da0-ab30-4d87-9724-d46cec293ea5	TCGA-EE-A185-06A-01-TS1.9C0599A3-CD2E-47C9-A46B-76E978394DE5.svs	cd414a3fd556521796b1134a42bcc5a4	180949803	released
363c58e4-78b8-4bc9-b8af-7051b0f63a65	TCGA-WE-AAA3-06A-01-TS1.01EB7BD3-3CFE-4EFF-B876-4CF849C603A1.svs	99590ca4fb0e98f223d3e749da537848	293094785	released
720aee3c-1621-4426-a6a9-df44715f0944	TCGA-FR-A8YE-06A-01-TS1.7EDF8C1D-1A6F-4953-B437-B7C0DB78431B.svs	0e6344e5c7e756a7f51bddd5950f0a23	384310043	released
25490f61-b3f2-4d88-aaee-ad57335714a6	TCGA-DA-A3F2-06A-01-TSA.81FE71A4-1D49-44AC-8558-C346C43E0A2B.svs	bf9611f8e3a6199a4d3e0b0fdbc1ea60	309434885	released
2e4147f8-df9b-43a5-8f4b-baccdccda950	TCGA-DA-A95X-06A-01-TSA.8E54D74A-95CD-4429-82E0-CA1F1DF061AD.svs	362692758294c25078b11bc64bb57dbd	137409295	released
c10faf92-44b5-485b-a600-cf7c58ac9aa0	TCGA-EB-A5UN-06A-01-TSA.FAC0770E-844C-485C-9CD0-2131330061F5.svs	c38b903b7c0c8ce05ad270c93bde6d00	583221119	released
b22c10b3-8323-438b-9865-61823b022600	TCGA-DA-A3F5-06A-01-TSA.5D88C0D7-375B-4B18-979A-F80D1B3442A6.svs	e5721c33000d04442e07767683af7cc0	195364859	released
bde8ea83-0efb-4df9-be86-0557b534c3d6	TCGA-D3-A8GE-06A-01-TSA.81DCF203-6256-4097-AC6A-E59016E44BDE.svs	0347cf4aee71bcf11c03b6e294f53834	252453821	released
dca0de41-28ea-41c9-82c8-c8ca93a2e5ff	TCGA-EE-A2ME-06A-01-TSA.B92A9B4C-56AB-4B42-BF8B-6EAD8DDF88E4.svs	e5044bf34c0a0412b794c7e3d529d354	379673397	released
dc396eb6-3e74-4278-be7a-cf84a0e25c88	TCGA-QB-A6FS-06A-01-TSA.6B2514C9-3A34-400B-A566-7106A63DC8AE.svs	58b9bfef7b2f338c5014ba37496e981d	148237345	released
cbfe4b81-4618-4a8c-ac0d-f45644e2704d	TCGA-D3-A1Q7-06A-01-TSA.7CD38CF1-9C75-4A24-AC46-7F2FA34956B6.svs	7e6fe3f54aba92e8b7a2ef699b5c4cf1	154290131	released
680e290d-09a6-4512-9874-157aec270b0b	TCGA-EE-A29R-06A-01-TSA.4DE9A27C-FB0E-43F3-8A4C-1E2CE684B38B.svs	846c0fea267abea0bab0d8f326149c80	124527102	released
e50e84a9-74f3-42d0-ba9f-e6451177df4b	TCGA-DA-A1I7-06A-02-TSB.98637794-2254-400E-9BDD-2DEDD233059F.svs	7d7daeaf5de84b67cd44a0528dc0fd26	148702513	released
18283e61-c445-4468-a90d-022fb492ba35	TCGA-D3-A2JP-06A-01-TSA.D24FF023-6C57-4F72-BE3B-5F903FD816FF.svs	aa170487fba1aa5b854074d27fb41f4d	300078221	released
e26091e2-e263-4078-b5e0-80ad48a29a29	TCGA-D3-A2J9-06A-01-TS1.F1B0FE33-EE7B-4A41-AF7D-6EEE371884FF.svs	246fd77611de0d907399bbc825b7341b	149858013	released
2bff4ba9-f922-42ca-9a81-54ca87bb2e80	TCGA-ER-A19H-06A-01-TSA.ACA48F0F-3ED8-4F4C-8C5E-BAFDE14AEDFC.svs	6b036c48e79c394b4203fe0fb1b60f51	175768033	released
9663aba0-9f8a-41ea-bbca-d00f8869250d	TCGA-ER-A199-06A-01-TSA.E2E2198E-9291-454A-91C0-5F44CEB555CC.svs	29c749dcbb4ae96ec97dbed519726388	248676681	released
2bf61536-0b50-49db-8944-54185ed46005	TCGA-DA-A1I5-06A-01-TSA.6A5883FB-96E8-4AB0-81BE-DCCD86767806.svs	5b0c68f89dcba804cb62a427e622c345	72355095	released
aa4aad51-0ddf-4d9b-822c-7b5c98bd970e	TCGA-W3-A824-06A-02-TSB.0CD796BE-0A22-45B4-A97F-11106C67AF15.svs	52037c2f6bc567a7a97941e8c1f59399	100633799	released
c77aed69-963a-4ab8-aa35-cdef458ae5ec	TCGA-D3-A51K-06A-01-TS1.FC0D0890-EF6C-4B52-A5BD-39545982BD94.svs	1127b9a4fd37ab8eb4cd3c994fbd91a9	180219353	released
6a3fa777-3c23-477a-af0a-ea516089701d	TCGA-EE-A29D-06A-01-TS1.03BBCD53-50CD-4ADE-B322-1973EB8EDFD9.svs	50242ea8c9851de4a9a283aa6eb0b350	322209389	released
b2e65f82-909c-49f6-838a-e6fddbe8e884	TCGA-WE-A8ZN-06A-01-TS1.CDD9F19E-7E46-4472-958A-95E66A6A0EA7.svs	cb4ad37617ba2808007e0963a4eb3198	285163079	released
acc00085-98a0-4b5c-b490-cd692363d10b	TCGA-D9-A1JX-06A-01-TSA.9373A4C0-CBBD-439C-B089-D77DD36C2F42.svs	60c48e02c91a07543b79085339da230e	392141711	released
affdff7f-e6b1-4590-a352-2755c4dde47a	TCGA-FS-A1ZG-06A-01-TSA.D62A57C5-0374-4926-9F1A-7560134A479B.svs	36d03cbaa93d3b95604e289b85952a0e	154565167	released
72fc08f8-1106-4422-b72d-7ef23d5c3c64	TCGA-D9-A1X3-06A-01-TS1.6E3A7F73-41E9-4570-8C27-E168A79CB2A1.svs	291750e6452207c33bb7602ab9859904	262013304	released
b5771c89-a6fe-41b7-aa24-7e3448ebdd20	TCGA-EE-A20B-06A-01-TS1.ED1EC998-0D11-4725-B55A-57CFD18AAC28.svs	6439d20f2ebe1e9bbf068e4e338b3160	190559731	released
a28f6a6b-b7cd-48eb-afe1-5766d60e76b6	TCGA-EE-A3AG-06A-03-TSC.D5810E89-9E09-4599-82FD-73971EFDEE8E.svs	9e06eb6e4811132a5935162c1c3c7ad3	335941395	released
61749b04-69c6-4483-b126-619436f9e012	TCGA-WE-A8ZM-06A-01-TS1.AB8EC9E1-11FF-4D60-92CA-6D605D846825.svs	a625b0368aa0d1f9fa41446a34d041e8	171944435	released
88d2b6d8-ab25-403c-a3d1-408b6e2f632e	TCGA-ER-A2NG-06A-01-TSA.6E539CCB-1967-4DD2-AA7D-7DC3C3BB8BCD.svs	c866bffc8438aeeb770422aef7125328	322446489	released
ed88d3de-3a32-4474-814f-ab24459b8478	TCGA-FR-A44A-06A-01-TSA.7D90AD33-5C70-49AF-BDC4-353E001EB6EF.svs	cfa8f737000e8ee4d6973f6912af4ced	137400081	released
b1591d51-6d11-4a4b-8c17-7352c8a0f23f	TCGA-EE-A180-06A-01-TSA.16458D2E-F77B-4640-8ADC-46F7F2E16756.svs	e6fb6b4da8077a89d380de4d6e45f5d3	74913731	released
0d004c63-a7f6-4844-bcb6-f0349e1b07d8	TCGA-ER-A198-06A-01-TSA.9BA74269-DAD6-47D2-A3B1-30DA87B0A04A.svs	df996a40ff08151f37f87f955ba7c525	211571963	released
b4dad29f-fe95-4534-b33c-d0d44c8c02ea	TCGA-D3-A2JF-06A-01-TS1.0DEF80A5-6070-4436-AEA7-827A09E28FF6.svs	9723c6714141fa321beb9bb6f54d1f40	252147151	released
deeedf6b-714c-42fb-8dde-9277f5e0522a	TCGA-RP-A6K9-06A-04-TS4.490CE491-DF13-4A47-A755-A7767B1985EB.svs	56a50ccbd9bf498a5f95fa74c5df1474	245842085	released
5124fae5-c31a-4689-98cf-af2d9aea64c5	TCGA-ER-A42K-06A-01-TSA.1284284B-E641-44FA-908A-6E92E4E13A07.svs	1f6051d5b3b529ae88be9b460054b1a8	248241609	released
8b882179-a1f5-4842-9db0-886c8244095b	TCGA-EB-A5VV-06A-01-TSA.C62DF7DD-721A-402C-81AA-4A6B1D4D1035.svs	458876819782ed774962e6ec80fc57ea	164726899	released
116de7cf-d6ba-4467-ad41-821d9f4d99c0	TCGA-RP-A694-06A-01-TSA.84371596-C943-4BA9-A55F-02CCFE539309.svs	f887d67d708438ace81a40b5689356ab	167666347	released
cd1cb1db-4780-4813-bc0b-2499ddd75ace	TCGA-HR-A2OG-06A-02-TSB.2FE0E08E-849F-4A64-9943-563C17018B3D.svs	3238dc32139987c3e5a28568d7f9c5de	247193078	released
